orfname, Ka, Ks, Ka/Ks 
YIL056W,0.051,0.531,0.095
YIL057C,0.013,0.633,0.021
YIL061C,,,
YIL062C,0.043,0.397,0.107
YIL063C,0.164,0.532,0.308
YIL065C,0.018,0.447,0.041
YIL066C,0.012,0.506,0.024
YIL067C,,,
YIL068C,,,
YIL070C,0.048,0.479,0.1
YIL071C,0.123,0.538,0.228
YIL072W,0.074,0.591,0.125
YIL073C,0.099,0.603,0.165
YIL074C,0.02,0.469,0.042
YIL075C,0.027,0.554,0.05
YIL077C,0.145,0.668,0.217
YIL078W,0.014,0.407,0.035
YIL079C,0.121,0.474,0.256
YIL082W,0.023,0.244,0.095
YIL084C,0.026,0.511,0.052
YIL085C,0.079,0.472,0.168
YIL087C,0.041,0.609,0.067
YIL088C,0.058,0.655,0.088
YIL090W,0.022,0.488,0.045
YIL091C,0.072,0.601,0.121
YIL093C,0.072,0.359,0.201
YIL094C,0.016,0.421,0.038
YIL095W,0.113,0.559,0.202
YIL096C,0.088,0.506,0.173
YIL097W,0.093,0.512,0.181
YIL098C,0.109,0.55,0.199
YIL099W,,,
YIL104C,,,
YIL105C,0.024,0.449,0.055
YIL107C,0.042,0.47,0.09
YIL108W,,,
YIL109C,0.018,0.528,0.034
YIL110W,,,
YIL112W,0.139,0.609,0.228
YIL113W,0.19,0.468,0.406
YIL114C,0.121,0.694,0.175
YIL115C,0.198,0.604,0.328
YIL117C,0.196,0.894,0.219
YIL118W,0.011,0.502,0.022
YIL119C,0.069,0.538,0.128
YIL120W,,,
YIL122W,0.098,0.503,0.194
YIL123W,0.084,0.579,0.146
YIL124W,0.046,0.639,0.073
YIL125W,,,
YIL126W,0.042,0.494,0.085
YIL127C,0.103,0.594,0.173
YIL128W,0.081,0.564,0.143
YIL130W,,,
YIL131C,,,
YIL132C,,,
YIL134W,0.067,0.584,0.115
YIL135C,0.06,0.462,0.129
YIL136W,0.033,0.537,0.061
YIL137C,,,
YIL138C,,,
YIL139C,0.074,0.35,0.211
YIL140W,0.075,0.597,0.125
YIL142W,0.005,0.496,0.011
YIL143C,0.016,0.412,0.038
YIL144W,,,
YIL146C,0.088,0.48,0.183
YIL147C,,,
YIL149C,0.202,0.569,0.354
YIL150C,0.077,0.538,0.143
YIL151C,0.064,0.451,0.143
YIL152W,0.132,0.564,0.234
YIL153W,0.045,0.565,0.08
YIL154C,0.027,0.421,0.065
YIL155C,,,
YIL156W,,,
YIL158W,,,
YIL159W,0.1,0.546,0.184
YIL160C,0.037,0.638,0.058
YIL161W,0.209,0.465,0.449
YIL162W,,,
YIL165C,0.035,0.592,0.059
YIL166C,0.046,0.584,0.08
YIL167W,0.095,0.648,0.147
YIL170W,0.02,0.737,0.028
YIL172C,0.028,0.435,0.065
YIR001C,,,
YIR002C,0.099,0.507,0.195
YIR003W,0.251,0.588,0.427
YIR004W,,,
YIR005W,0.096,0.7,0.137
YIR006C,,,
YIR007W,,,
YIR008C,,,
YIR009W,0.037,0.472,0.079
YIR010W,,,
YIR011C,,,
YIR012W,0.034,0.526,0.065
YIR013C,0.091,0.848,0.107
YIR015W,0.115,0.557,0.206
YIR016W,,,
YIR018W,0.117,0.654,0.179
YIR019C,,,
YIR021W,0.109,0.445,0.244
YIR022W,0.026,0.5,0.051
YIR023W,0.054,0.546,0.099
YIR024C,0.166,0.486,0.342
YIR025W,0.104,0.485,0.215
YIR026C,0.03,0.505,0.06
YIR027C,0.056,0.461,0.12
YIR028W,0.021,0.48,0.044
YIR029W,,,
YIR030C,,,
YIR031C,0.024,0.471,0.051
YIR032C,,,
YIR033W,,,
YIR034C,0.021,0.418,0.05
YIR035C,0.031,0.643,0.049
YIR036C,0.091,0.543,0.168
YIR037W,0.021,0.559,0.038
YIR038C,,,
YIR039C,,,
YIR041W,,,
YIR042C,,,
YJL002C,0.095,0.618,0.153
YJL003W,0.025,0.553,0.045
YJL004C,0.08,0.498,0.161
YJL006C,0.051,0.548,0.092
YJL008C,0.016,0.355,0.044
YJL010C,0.052,0.438,0.118
YJL011C,,,
YJL016W,0.096,0.486,0.198
YJL023C,0.193,0.637,0.303
YJL025W,,,
YJL026W,0.006,0.312,0.02
YJL029C,0.073,0.609,0.12
YJL030W,0.036,0.555,0.065
YJL033W,,,
YJL035C,0.074,0.44,0.169
YJL036W,0.028,0.414,0.068
YJL037W,0.077,0.379,0.202
YJL038C,0.111,0.391,0.285
YJL039C,,,
YJL042W,0.077,0.581,0.133
YJL043W,0.138,0.398,0.347
YJL045W,0.054,0.621,0.087
YJL047C,,,
YJL049W,,,
YJL050W,0.03,0.498,0.06
YJL052W,0.014,0.246,0.057
YJL053W,0.064,0.522,0.123
YJL054W,0.148,0.537,0.275
YJL056C,,,
YJL058C,0.07,0.623,0.112
YJL059W,0.078,0.528,0.149
YJL060W,0.039,0.623,0.062
YJL061W,0.116,0.611,0.189
YJL062W,0.079,0.597,0.133
YJL063C,0.08,0.569,0.14
YJL065C,0.096,0.396,0.243
YJL066C,,,
YJL068C,,,
YJL070C,,,
YJL072C,,,
YJL073W,,,
YJL074C,,,
YJL076W,,,
YJL079C,,,
YJL080C,,,
YJL081C,0.044,0.619,0.071
YJL082W,0.031,0.478,0.065
YJL083W,,,
YJL085W,0.032,0.559,0.058
YJL087C,0.106,0.52,0.204
YJL088W,,,
YJL089W,0.127,0.554,0.23
YJL090C,,,
YJL092W,,,
YJL094C,,,
YJL095W,,,
YJL097W,,,
YJL098W,0.12,0.56,0.214
YJL099W,0.108,0.484,0.224
YJL100W,0.079,0.481,0.164
YJL101C,0.046,0.578,0.079
YJL103C,,,
YJL104W,,,
YJL106W,0.042,0.432,0.097
YJL108C,0.021,0.71,0.029
YJL110C,0.178,0.621,0.287
YJL111W,,,
YJL112W,,,
YJL115W,0.042,0.598,0.071
YJL116C,0.054,0.79,0.068
YJL117W,0.057,0.573,0.1
YJL118W,0.102,0.262,0.389
YJL121C,0.016,0.547,0.029
YJL122W,0.048,0.392,0.122
YJL123C,0.092,0.627,0.146
YJL124C,0.033,0.372,0.089
YJL126W,0.102,0.519,0.196
YJL127C,0.081,0.593,0.137
YJL128C,0.046,0.479,0.096
YJL129C,0.075,0.507,0.148
YJL131C,0.121,0.545,0.221
YJL132W,0.149,0.556,0.269
YJL133W,0.021,0.413,0.051
YJL134W,,,
YJL137C,0.154,0.582,0.264
YJL138C,0.004,0.198,0.019
YJL140W,0.014,0.523,0.026
YJL141C,0.051,0.601,0.085
YJL143W,0.015,0.358,0.043
YJL144W,0.073,0.762,0.095
YJL145W,0.06,0.779,0.077
YJL146W,,,
YJL147C,0.158,0.513,0.308
YJL148W,0.076,0.57,0.133
YJL149W,0.059,0.581,0.101
YJL151C,,,
YJL154C,0.047,0.613,0.077
YJL155C,0.041,0.491,0.083
YJL157C,,,
YJL158C,0.055,0.429,0.129
YJL161W,0.197,0.43,0.458
YJL163C,0.076,0.583,0.131
YJL164C,0.039,0.495,0.08
YJL165C,0.059,0.611,0.096
YJL166W,   ,0.357,    
YJL167W,0.027,0.372,0.071
YJL168C,,,
YJL170C,0.153,0.36,0.426
YJL171C,0.041,0.555,0.075
YJL172W,,,
YJL173C,0.032,0.498,0.064
YJL174W,0.081,0.508,0.16
YJL176C,,,
YJL178C,0.089,0.653,0.136
YJL179W,0.03,0.501,0.059
YJL180C,0.101,0.472,0.215
YJL183W,0.062,0.552,0.113
YJL184W,0.058,0.716,0.08
YJL185C,0.147,0.591,0.249
YJL186W,0.111,0.641,0.173
YJL187C,0.071,0.607,0.118
YJL190C,   ,0.043,    
YJL192C,0.062,0.544,0.114
YJL193W,,,
YJL194W,0.059,0.593,0.099
YJL195C,,,
YJL196C,0.06,0.544,0.11
YJL197W,0.101,0.545,0.185
YJL198W,0.025,0.575,0.043
YJL200C,0.021,0.471,0.046
YJL201W,0.048,0.47,0.102
YJL203W,0.195,0.532,0.367
YJL204C,0.077,0.555,0.139
YJL206C,,,
YJL208C,,,
YJL209W,0.091,0.561,0.162
YJL210W,0.138,0.656,0.211
YJL212C,0.025,0.47,0.054
YJL213W,0.054,0.563,0.097
YJL214W,0.052,0.524,0.1
YJL216C,0.042,0.745,0.057
YJL217W,0.084,0.562,0.15
YJL218W,,,
YJL219W,0.046,0.714,0.064
YJR001W,0.032,0.58,0.055
YJR002W,0.136,0.427,0.317
YJR004C,0.225,0.627,0.359
YJR005W,,,
YJR006W,,,
YJR007W,,,
YJR008W,0.066,0.412,0.159
YJR009C,0.002,0.045,0.055
YJR010W,0.027,0.377,0.071
YJR011C,0.092,0.511,0.18
YJR013W,0.093,0.688,0.135
YJR014W,0.021,0.39,0.053
YJR015W,0.107,0.626,0.171
YJR016C,0.008,0.347,0.024
YJR019C,0.025,0.471,0.053
YJR024C,,,
YJR025C,0.017,0.588,0.029
YJR031C,,,
YJR032W,0.091,0.532,0.172
YJR033C,0.052,0.538,0.096
YJR034W,0.016,0.614,0.025
YJR036C,,,
YJR039W,,,
YJR040W,,,
YJR041C,,,
YJR042W,,,
YJR043C,,,
YJR044C,,,
YJR045C,,,
YJR046W,,,
YJR047C,0.008,0.151,0.055
YJR048W,0.008,0.512,0.016
YJR049C,0.046,0.506,0.091
YJR050W,0.103,0.497,0.208
YJR051W,0.07,0.549,0.128
YJR052W,0.108,0.558,0.194
YJR053W,,,
YJR054W,0.119,0.562,0.212
YJR055W,0.164,0.664,0.247
YJR056C,0.116,0.514,0.225
YJR058C,,,
YJR059W,0.057,0.521,0.109
YJR060W,0.102,0.53,0.193
YJR061W,,,
YJR063W,0.004,0.713,0.006
YJR064W,0.008,0.4,0.02
YJR065C,0.008,0.483,0.016
YJR068W,0.026,0.48,0.054
YJR069C,0.041,0.739,0.055
YJR070C,0.012,0.379,0.032
YJR072C,0.014,0.547,0.026
YJR073C,0.04,0.424,0.094
YJR075W,0.037,0.621,0.06
YJR076C,0.016,0.434,0.037
YJR077C,0.011,0.33,0.033
YJR078W,,,
YJR080C,0.102,0.384,0.266
YJR082C,0.028,0.839,0.033
YJR083C,0.104,0.562,0.186
YJR084W,,,
YJR085C,0.044,0.658,0.067
YJR086W,0.064,0.574,0.111
YJR088C,,,
YJR089W,0.255,0.57,0.448
YJR090C,,,
YJR091C,0.048,0.551,0.088
YJR093C,0.091,0.487,0.188
YJR094C,0.127,0.681,0.187
YJR095W,0.007,0.415,0.017
YJR096W,0.052,0.575,0.09
YJR097W,0.098,0.511,0.191
YJR099W,0.144,0.55,0.263
YJR100C,0.085,0.535,0.158
YJR101W,0.063,0.654,0.096
YJR102C,0.096,0.607,0.158
YJR104C,0.023,0.432,0.054
YJR105W,0.028,0.465,0.06
YJR106W,0.077,0.524,0.146
YJR109C,0.013,0.279,0.046
YJR110W,,,
YJR111C,,,
YJR112W,0.044,0.671,0.066
YJR113C,0.07,0.501,0.14
YJR116W,,,
YJR117W,0.02,0.508,0.04
YJR118C,,,
YJR119C,0.1,0.572,0.175
YJR121W,0.001,0.278,0.003
YJR122W,0.178,0.533,0.333
YJR123W,   ,0.068,    
YJR124C,0.035,0.59,0.06
YJR125C,0.089,0.649,0.137
YJR129C,0.159,0.734,0.216
YJR130C,0.055,0.574,0.096
YJR131W,0.101,0.61,0.165
YJR132W,,,
YJR133W,0.035,0.542,0.065
YJR134C,0.146,0.548,0.266
YJR135C,,,
YJR136C,0.143,0.469,0.305
YJR137C,,,
YJR138W,0.061,0.506,0.121
YJR139C,0.015,0.389,0.039
YJR140C,0.066,0.537,0.122
YJR141W,0.155,0.575,0.269
YJR142W,0.091,0.549,0.165
YJR143C,0.041,0.556,0.074
YJR144W,0.058,0.465,0.124
YJR147W,0.168,0.504,0.334
YJR148W,0.067,0.598,0.112
YJR150C,0.179,0.561,0.318
YJR151C,,,
YJR152W,,,
YJR153W,,,
YJR155W,,,
YJR156C,,,
YJR159W,0.041,0.701,0.058
YKL001C,,,
YKL002W,0.021,0.404,0.052
YKL003C,0.033,0.419,0.078
YKL004W,0.009,0.466,0.02
YKL005C,,,
YKL007W,0.093,0.58,0.161
YKL008C,0.013,0.432,0.03
YKL009W,0.015,0.301,0.049
YKL010C,,,
YKL011C,0.124,0.603,0.206
YKL012W,0.107,0.546,0.197
YKL013C,   ,0.353,    
YKL014C,,,
YKL016C,0.018,0.327,0.056
YKL017C,0.061,0.496,0.123
YKL018W,0.019,0.555,0.034
YKL019W,0.089,0.554,0.16
YKL020C,0.089,0.627,0.143
YKL023W,0.214,0.716,0.299
YKL024C,0.035,0.486,0.071
YKL025C,,,
YKL026C,0.093,0.51,0.183
YKL027W,0.049,0.468,0.105
YKL028W,0.051,0.437,0.116
YKL029C,0.019,0.441,0.044
YKL032C,,,
YKL033W,0.126,0.516,0.244
YKL034W,0.048,0.463,0.103
YKL035W,0.004,0.382,0.011
YKL038W,0.079,0.575,0.138
YKL040C,0.056,0.605,0.093
YKL041W,0.019,0.461,0.041
YKL042W,0.094,0.552,0.17
YKL043W,0.106,0.591,0.18
YKL045W,0.036,0.535,0.068
YKL046C,0.014,0.514,0.027
YKL047W,0.129,0.509,0.253
YKL048C,,,
YKL049C,,,
YKL050C,0.217,0.592,0.367
YKL051W,0.047,0.504,0.094
YKL052C,,,
YKL054C,,,
YKL055C,,,
YKL056C,,,
YKL057C,,,
YKL058W,,,
YKL059C,0.053,0.61,0.087
YKL060C,0.019,0.056,0.334
YKL061W,0.075,0.376,0.199
YKL062W,0.082,0.52,0.157
YKL063C,0.083,0.343,0.241
YKL064W,,,
YKL065C,0.052,0.425,0.122
YKL067W,0.031,0.504,0.061
YKL068W,0.13,0.615,0.211
YKL069W,0.097,0.398,0.244
YKL071W,0.134,0.656,0.204
YKL073W,,,
YKL074C,,,
YKL075C,0.07,0.601,0.117
YKL077W,0.086,0.601,0.144
YKL078W,0.059,0.487,0.122
YKL079W,0.12,0.547,0.219
YKL080W,0.014,0.35,0.041
YKL082C,0.059,0.562,0.105
YKL084W,0.086,0.755,0.114
YKL085W,0.01,0.521,0.019
YKL086W,0.043,0.407,0.106
YKL087C,0.048,0.493,0.098
YKL088W,0.067,0.591,0.114
YKL089W,0.079,0.562,0.141
YKL090W,0.141,0.52,0.271
YKL091C,0.029,0.392,0.073
YKL092C,0.115,0.503,0.228
YKL093W,0.105,0.593,0.176
YKL094W,,,
YKL095W,0.076,0.756,0.1
YKL096W,,,
YKL098W,0.102,0.554,0.185
YKL100C,0.078,0.533,0.147
YKL101W,0.12,0.533,0.225
YKL103C,0.039,0.561,0.07
YKL104C,0.005,0.424,0.011
YKL105C,0.272,0.623,0.438
YKL106W,,,
YKL107W,0.074,0.6,0.123
YKL108W,0.196,0.645,0.304
YKL109W,0.092,0.57,0.162
YKL110C,,,
YKL112W,0.076,0.541,0.14
YKL113C,0.018,0.603,0.03
YKL114C,0.048,0.621,0.078
YKL116C,0.094,0.504,0.187
YKL117W,0.019,0.467,0.042
YKL119C,0.099,0.46,0.216
YKL120W,0.015,0.434,0.035
YKL121W,0.106,0.536,0.199
YKL122C,0.135,0.557,0.243
YKL124W,,,
YKL125W,0.038,0.365,0.104
YKL126W,0.017,0.484,0.036
YKL127W,0.068,0.563,0.12
YKL128C,0.102,0.521,0.196
YKL129C,0.072,0.532,0.135
YKL130C,0.046,0.387,0.119
YKL132C,0.133,0.596,0.223
YKL133C,0.163,0.558,0.292
YKL134C,0.07,0.492,0.143
YKL135C,0.04,0.506,0.079
YKL137W,0.061,0.505,0.122
YKL138C,0.034,0.326,0.103
YKL139W,0.076,0.466,0.163
YKL140W,0.036,0.542,0.066
YKL141W,0.036,0.435,0.082
YKL142W,0.046,0.59,0.078
YKL143W,0.067,0.614,0.109
YKL144C,0.016,0.437,0.037
YKL145W,0.011,0.404,0.027
YKL146W,0.05,0.53,0.095
YKL148C,0.006,0.497,0.013
YKL149C,0.105,0.525,0.199
YKL150W,0.032,0.591,0.055
YKL151C,,,
YKL152C,0.004,0.11,0.035
YKL154W,0.092,0.534,0.172
YKL155C,,,
YKL160W,0.02,0.285,0.071
YKL162C,,,
YKL163W,0.037,0.588,0.063
YKL164C,0.023,0.574,0.04
YKL165C,0.039,0.536,0.072
YKL166C,0.034,0.518,0.066
YKL170W,0.026,0.542,0.049
YKL172W,0.085,0.558,0.152
YKL173W,0.114,0.63,0.18
YKL175W,0.072,0.578,0.124
YKL176C,0.066,0.61,0.109
YKL178C,0.079,0.583,0.136
YKL181W,,,
YKL183W,0.058,0.373,0.156
YKL184W,0.081,0.651,0.125
YKL185W,0.077,0.488,0.158
YKL187C,0.068,0.621,0.11
YKL188C,0.069,0.498,0.138
YKL189W,0.026,0.479,0.055
YKL191W,0.083,0.574,0.144
YKL192C,0.026,0.42,0.061
YKL193C,0.047,0.722,0.066
YKL194C,0.06,0.497,0.121
YKL196C,0.01,0.409,0.024
YKL197C,0.129,0.679,0.189
YKL204W,0.071,0.405,0.176
YKL205W,0.036,0.473,0.075
YKL206C,0.073,0.494,0.148
YKL208W,,,
YKL209C,0.123,0.584,0.211
YKL210W,0.021,0.505,0.041
YKL211C,0.041,0.513,0.08
YKL212W,0.036,0.478,0.075
YKL213C,0.071,0.565,0.126
YKL214C,0.106,0.49,0.217
YKL215C,0.049,0.478,0.104
YKL216W,0.018,0.379,0.048
YKL217W,,,
YKL218C,,,
YKL220C,0.144,0.953,0.151
YKL221W,,,
YKR001C,0.017,0.398,0.044
YKR002W,0.021,0.411,0.05
YKR004C,,,
YKR005C,0.328,0.593,0.554
YKR007W,0.097,0.466,0.208
YKR008W,0.053,0.503,0.105
YKR009C,0.06,0.573,0.104
YKR010C,,,
YKR011C,0.087,0.515,0.168
YKR013W,0.117,0.762,0.153
YKR014C,0.04,0.465,0.086
YKR015C,,,
YKR017C,,,
YKR018C,0.032,0.538,0.059
YKR019C,0.114,0.58,0.196
YKR020W,0.138,0.58,0.239
YKR021W,0.069,0.534,0.13
YKR022C,0.172,0.56,0.308
YKR023W,0.127,0.592,0.214
YKR024C,0.055,0.484,0.114
YKR025W,0.082,0.586,0.139
YKR026C,0.003,0.446,0.007
YKR027W,0.093,0.591,0.157
YKR029C,0.154,0.523,0.294
YKR030W,0.042,0.522,0.081
YKR031C,0.062,0.531,0.117
YKR034W,0.062,0.537,0.115
YKR036C,0.192,0.584,0.329
YKR039W,0.026,0.396,0.067
YKR043C,0.015,0.45,0.032
YKR044W,0.105,0.599,0.176
YKR046C,,,
YKR048C,0.04,0.583,0.069
YKR049C,0.025,0.45,0.056
YKR050W,0.097,0.533,0.183
YKR051W,0.08,0.482,0.166
YKR052C,,,
YKR053C,,,
YKR055W,,,
YKR058W,0.284,0.684,0.416
YKR059W,0.002,0.198,0.012
YKR060W,0.092,0.602,0.152
YKR061W,0.073,0.548,0.134
YKR062W,0.016,0.542,0.03
YKR063C,0.115,0.583,0.197
YKR064W,0.106,0.583,0.182
YKR065C,0.08,0.629,0.127
YKR066C,0.046,0.575,0.08
YKR067W,0.052,0.674,0.077
YKR068C,,,
YKR070W,,,
YKR071C,0.099,0.56,0.176
YKR072C,0.08,0.603,0.132
YKR074W,0.056,0.542,0.102
YKR075C,,,
YKR076W,0.06,0.665,0.09
YKR077W,0.099,0.521,0.191
YKR078W,,,
YKR079C,0.074,0.59,0.125
YKR080W,0.025,0.462,0.055
YKR081C,0.021,0.414,0.051
YKR082W,0.079,0.54,0.147
YKR083C,0.125,0.439,0.286
YKR084C,0.059,0.538,0.109
YKR085C,,,
YKR086W,0.118,0.615,0.192
YKR088C,0.073,0.51,0.144
YKR089C,,,
YKR090W,0.17,0.577,0.295
YKR092C,0.254,1.042,0.244
YKR093W,,,
YKR096W,0.107,0.557,0.193
YKR097W,0.015,0.46,0.033
YKR098C,0.135,0.74,0.182
YKR102W,,,
YKR105C,0.114,0.674,0.169
YLL001W,,,
YLL002W,,,
YLL003W,,,
YLL004W,,,
YLL005C,,,
YLL007C,,,
YLL008W,,,
YLL009C,0.018,0.665,0.027
YLL010C,,,
YLL011W,0.019,0.423,0.044
YLL012W,0.032,0.476,0.067
YLL013C,,,
YLL014W,,,
YLL016W,,,
YLL018C,,,
YLL019C,0.037,0.476,0.077
YLL023C,0.062,0.552,0.112
YLL024C,0.007,0.175,0.038
YLL025W,0.034,0.42,0.08
YLL026W,,,
YLL027W,0.079,0.395,0.2
YLL028W,0.018,0.531,0.035
YLL029W,,,
YLL031C,,,
YLL033W,,,
YLL034C,0.042,0.549,0.077
YLL035W,,,
YLL036C,0.131,0.715,0.184
YLL038C,0.039,0.595,0.066
YLL039C,,,
YLL041C,,,
YLL042C,,,
YLL043W,,,
YLL045C,,,
YLL046C,,,
YLL049W,,,
YLL051C,,,
YLL053C,0.031,0.42,0.075
YLL055W,,,
YLL056C,,,
YLL057C,,,
YLL060C,,,
YLL061W,,,
YLL062C,0.116,0.637,0.183
YLR001C,0.113,0.507,0.222
YLR002C,0.057,0.471,0.12
YLR003C,0.1,0.42,0.239
YLR005W,0.029,0.478,0.061
YLR006C,,,
YLR007W,0.111,0.535,0.208
YLR008C,0.054,0.481,0.112
YLR009W,,,
YLR010C,0.207,0.449,0.462
YLR013W,0.177,0.458,0.385
YLR014C,,,
YLR015W,,,
YLR016C,,,
YLR017W,0.025,0.503,0.05
YLR018C,0.151,0.516,0.293
YLR019W,,,
YLR021W,0.129,0.384,0.337
YLR022C,0.055,0.449,0.122
YLR023C,0.074,0.586,0.127
YLR025W,,,
YLR026C,,,
YLR028C,,,
YLR029C,,,
YLR032W,,,
YLR033W,,,
YLR034C,,,
YLR035C,,,
YLR037C,,,
YLR038C,,,
YLR040C,0.148,0.679,0.217
YLR042C,0.136,0.515,0.265
YLR043C,,,
YLR044C,,,
YLR046C,,,
YLR047C,,,
YLR050C,,,
YLR051C,0.087,0.518,0.168
YLR052W,,,
YLR053C,,,
YLR054C,,,
YLR055C,,,
YLR056W,,,
YLR057W,,,
YLR058C,,,
YLR059C,0.054,0.474,0.114
YLR060W,,,
YLR064W,,,
YLR065C,,,
YLR066W,,,
YLR067C,,,
YLR068W,,,
YLR069C,,,
YLR070C,,,
YLR072W,,,
YLR073C,0.081,0.518,0.157
YLR074C,0.054,0.498,0.109
YLR075W,,,
YLR077W,,,
YLR079W,,,
YLR082C,,,
YLR084C,,,
YLR085C,,,
YLR086W,,,
YLR088W,,,
YLR089C,,,
YLR090W,0.106,0.595,0.179
YLR092W,,,
YLR094C,,,
YLR095C,,,
YLR096W,,,
YLR097C,,,
YLR098C,0.044,0.556,0.079
YLR099C,,,
YLR100W,,,
YLR102C,0.112,0.627,0.179
YLR103C,,,
YLR104W,,,
YLR105C,,,
YLR107W,,,
YLR108C,,,
YLR109W,,,
YLR110C,,,
YLR113W,,,
YLR115W,,,
YLR116W,,,
YLR117C,,,
YLR118C,,,
YLR120C,,,
YLR121C,,,
YLR125W,,,
YLR126C,,,
YLR129W,,,
YLR130C,,,
YLR131C,,,
YLR132C,,,
YLR133W,,,
YLR134W,,,
YLR135W,,,
YLR136C,0.068,0.636,0.106
YLR137W,,,
YLR138W,,,
YLR139C,,,
YLR141W,,,
YLR142W,,,
YLR143W,,,
YLR144C,,,
YLR145W,,,
YLR146C,,,
YLR149C,,,
YLR150W,,,
YLR153C,,,
YLR154C,,,
YLR163C,,,
YLR166C,,,
YLR167W,,,
YLR168C,,,
YLR170C,,,
YLR172C,,,
YLR173W,,,
YLR174W,,,
YLR175W,0.011,0.375,0.029
YLR177W,0.057,0.542,0.106
YLR178C,,,
YLR179C,,,
YLR180W,,,
YLR181C,,,
YLR182W,,,
YLR183C,,,
YLR186W,,,
YLR188W,,,
YLR189C,,,
YLR190W,,,
YLR191W,,,
YLR192C,,,
YLR193C,,,
YLR194C,,,
YLR195C,,,
YLR196W,,,
YLR197W,0.011,0.322,0.034
YLR199C,,,
YLR200W,,,
YLR201C,,,
YLR203C,,,
YLR204W,0.118,0.298,0.395
YLR205C,,,
YLR206W,,,
YLR207W,0.069,0.525,0.132
YLR208W,0.005,0.45,0.012
YLR209C,,,
YLR212C,,,
YLR215C,,,
YLR216C,,,
YLR219W,0.14,0.568,0.247
YLR220W,0.04,0.362,0.111
YLR221C,,,
YLR222C,,,
YLR223C,,,
YLR224W,0.07,0.485,0.144
YLR225C,,,
YLR226W,,,
YLR227C,,,
YLR228C,,,
YLR229C,0.003,0.312,0.009
YLR231C,,,
YLR233C,,,
YLR234W,,,
YLR237W,,,
YLR238W,,,
YLR239C,,,
YLR240W,0.029,0.519,0.056
YLR242C,0.076,0.481,0.158
YLR243W,,,
YLR244C,,,
YLR245C,,,
YLR248W,,,
YLR249W,0.011,0.176,0.065
YLR250W,,,
YLR251W,0.045,0.384,0.118
YLR253W,,,
YLR254C,,,
YLR258W,,,
YLR259C,,,
YLR260W,,,
YLR262C,0.019,0.473,0.041
YLR264W,,,
YLR265C,0.287,0.479,0.599
YLR266C,,,
YLR267W,,,
YLR268W,0.013,0.43,0.03
YLR270W,,,
YLR271W,,,
YLR272C,,,
YLR276C,,,
YLR277C,,,
YLR278C,,,
YLR281C,,,
YLR283W,,,
YLR284C,,,
YLR285W,,,
YLR286C,,,
YLR287C,0.139,0.703,0.198
YLR288C,0.051,0.557,0.092
YLR289W,,,
YLR290C,0.1,0.511,0.196
YLR291C,0.017,0.48,0.035
YLR292C,0.031,0.534,0.058
YLR293C,   ,0.222,    
YLR295C,0.066,0.414,0.159
YLR298C,0.084,0.518,0.163
YLR299W,,,
YLR300W,0.032,0.479,0.068
YLR301W,,,
YLR303W,,,
YLR304C,,,
YLR305C,,,
YLR307W,,,
YLR308W,,,
YLR309C,,,
YLR310C,,,
YLR312C,0.173,0.541,0.32
YLR314C,,,
YLR316C,,,
YLR319C,,,
YLR320W,,,
YLR321C,0.034,0.506,0.067
YLR323C,0.139,0.643,0.216
YLR324W,,,
YLR325C,0.007,0.046,0.154
YLR326W,0.085,0.504,0.168
YLR327C,0.018,0.695,0.026
YLR328W,0.021,0.51,0.042
YLR329W,,,
YLR330W,,,
YLR332W,,,
YLR333C,0.004,0.202,0.018
YLR336C,,,
YLR340W,,,
YLR343W,,,
YLR345W,,,
YLR346C,,,
YLR347C,0.008,0.545,0.014
YLR348C,0.026,0.45,0.057
YLR350W,,,
YLR351C,0.031,0.503,0.062
YLR352W,,,
YLR353W,,,
YLR354C,,,
YLR355C,,,
YLR356W,,,
YLR357W,0.031,0.467,0.065
YLR359W,,,
YLR360W,0.136,0.554,0.246
YLR361C,,,
YLR362W,0.054,0.533,0.101
YLR363C,,,
YLR364W,0.082,0.569,0.144
YLR368W,0.094,0.506,0.186
YLR369W,,,
YLR370C,,,
YLR371W,,,
YLR372W,0.034,0.343,0.1
YLR373C,0.081,0.565,0.143
YLR375W,0.034,0.52,0.065
YLR376C,0.101,0.569,0.178
YLR377C,0.011,0.489,0.023
YLR378C,0.003,0.423,0.007
YLR380W,0.033,0.63,0.052
YLR381W,0.133,0.622,0.214
YLR382C,,,
YLR383W,,,
YLR385C,0.164,0.541,0.303
YLR386W,,,
YLR387C,,,
YLR388W,,,
YLR392C,0.087,0.585,0.148
YLR393W,,,
YLR395C,0.025,0.366,0.068
YLR396C,,,
YLR397C,,,
YLR398C,,,
YLR399C,,,
YLR403W,0.073,0.537,0.136
YLR404W,0.09,0.563,0.161
YLR409C,,,
YLR410W,,,
YLR411W,,,
YLR412W,,,
YLR413W,,,
YLR414C,0.069,0.684,0.101
YLR417W,,,
YLR419W,,,
YLR420W,,,
YLR423C,,,
YLR425W,,,
YLR427W,,,
YLR429W,,,
YLR431C,,,
YLR432W,,,
YLR436C,0.076,0.548,0.139
YLR437C,,,
YLR438W,,,
YLR439W,,,
YLR440C,0.125,0.603,0.208
YLR441C,   ,0.183,    
YLR442C,,,
YLR443W,0.065,0.525,0.124
YLR445W,,,
YLR446W,,,
YLR447C,0.008,0.348,0.023
